ID,Gender,Race,Age_at_Release,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years
14966,M,WHITE,48 or older,FALSE,4,Standard,Less than HS diploma,3 or more,Property,1-2 years,10 or more,6 or more,2,4,3,2,FALSE,FALSE,3 or more,4 or more,TRUE,1,2 or more,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,41.1,0,0,0,0,0.403892944,0.888686131,TRUE,1
21530,M,BLACK,33-37,FALSE,4,Standard,Less than HS diploma,3 or more,Property,Less than 1 year,10 or more,6 or more,1,4,3,2,FALSE,TRUE,0,4 or more,TRUE,2,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,1,1,FALSE,1
24780,M,BLACK,33-37,FALSE,4,Standard,Less than HS diploma,3 or more,Violent/Non-Sex,Less than 1 year,2,1,1,0,0,0,TRUE,FALSE,0,0,TRUE,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,3,3 or more,1,105.6666667,0,0,0,0,0,0,FALSE,0
22856,M,BLACK,48 or older,FALSE,4,Standard,Less than HS diploma,3 or more,Violent/Non-Sex,More than 3 years,10 or more,5,3 or more,5 or more,1,4,FALSE,FALSE,3 or more,1,TRUE,3 or more,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,0,0,0,,,,,,0,0,FALSE,0
21988,M,BLACK,23-27,FALSE,5,High,Less than HS diploma,0,Property,Less than 1 year,7,0,0,4,0,2,FALSE,FALSE,2,0,FALSE,3 or more,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,0,2,38.875,0,0,0,0,0.668810289,2,FALSE,1
12205,M,WHITE,28-32,FALSE,5,High,Less than HS diploma,0,Violent/Non-Sex,Less than 1 year,5,6 or more,3 or more,1,1,3,FALSE,TRUE,3 or more,3,TRUE,0,2 or more,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,61,0,0,0,0,0.070257611,0.855386417,FALSE,1
6246,M,WHITE,48 or older,FALSE,5,Specialized,At least some college,1,Property,More than 3 years,10 or more,6 or more,1,5 or more,1,5 or more,FALSE,FALSE,3 or more,0,FALSE,3 or more,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,2,448,0,0,0,0,0.317708333,1.087053571,FALSE,1
13973,M,BLACK,38-42,FALSE,5,Specialized,At least some college,1,Violent/Non-Sex,1-2 years,5,2,3 or more,0,1,1,TRUE,FALSE,3 or more,0,TRUE,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,146.5,0,0,0,0,0.924914676,2,FALSE,0
22572,M,WHITE,43-47,FALSE,5,Specialized,At least some college,1,Violent/Non-Sex,1-2 years,10 or more,6 or more,3 or more,5 or more,5 or more,3,FALSE,TRUE,3 or more,4 or more,TRUE,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4 or more,0,0,3 or more,213.3333333,0,0,0,0,0.2390625,1.712109375,FALSE,1
24644,M,BLACK,23-27,FALSE,5,Specialized,At least some college,1,Violent/Sex,Greater than 2 to 3 years,3,1,0,0,1,1,FALSE,FALSE,1,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4 or more,0,0,2,75.39130435,0.043478262,0,0,0,0.123414072,0.421280277,FALSE,0
18093,M,BLACK,23-27,TRUE,5,Specialized,At least some college,2,Property,1-2 years,3,2,2,3,0,0,FALSE,FALSE,0,0,FALSE,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,6,0,0,81.64285714,0,0,0,0,1,0.639107612,FALSE,0
9260,M,WHITE,33-37,FALSE,5,Specialized,At least some college,2,Violent/Sex,1-2 years,3,1,0,0,0,2,FALSE,FALSE,0,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,2,0,2,35.7,0,0,0,0,0.759103641,2,TRUE,1
12633,M,WHITE,28-32,FALSE,5,Specialized,High School Diploma,0,Violent/Non-Sex,More than 3 years,2,2,0,1,0,0,FALSE,FALSE,0,1,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,2,0,0,2,,0,0,0,0,0,,FALSE,0
17474,M,BLACK,28-32,FALSE,5,Specialized,High School Diploma,1,Property,1-2 years,3,6 or more,2,0,3,3,FALSE,TRUE,0,2,FALSE,0,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,2,20.33333333,0,0,0,0,1,4,FALSE,1
22247,M,BLACK,23-27,FALSE,5,Specialized,Less than HS diploma,0,Property,1-2 years,2,0,0,2,0,0,FALSE,FALSE,0,0,FALSE,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,6,0,0,20.5,0,0,0,0,0.640243902,1,FALSE,1
16559,M,BLACK,23-27,FALSE,5,Specialized,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,3,2,1,3,0,0,FALSE,TRUE,2,1,TRUE,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,3 or more,21.73333333,0,0,0,0,0.95398773,1,FALSE,1
18157,M,BLACK,23-27,FALSE,5,Specialized,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,2,0,2,0,0,0,FALSE,FALSE,1,0,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,2,93.2,0,0,0,0,1,1.567596567,FALSE,0
10272,M,BLACK,33-37,TRUE,5,Specialized,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,1,0,1,0,0,0,FALSE,FALSE,1,0,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,2,116,0,0,0,0,0.849137931,3.148706897,FALSE,0
11350,M,BLACK,48 or older,FALSE,5,Specialized,Less than HS diploma,1,Violent/Non-Sex,More than 3 years,6,2,3 or more,2,0,0,FALSE,TRUE,1,0,FALSE,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2,10 or more,0,3 or more,27.88461538,0.03846154,0.03846154,0,0,0.755862069,0.503793103,FALSE,1
3000,M,BLACK,48 or older,FALSE,5,Specialized,Less than HS diploma,2,Violent/Non-Sex,More than 3 years,10 or more,2,3 or more,5 or more,2,0,FALSE,FALSE,3 or more,0,TRUE,3 or more,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4 or more,0,0,3 or more,,0,0,0,0,0,0,TRUE,0
12146,M,BLACK,33-37,FALSE,5,Specialized,Less than HS diploma,3 or more,Drug,Less than 1 year,10 or more,6 or more,3 or more,5 or more,5 or more,5 or more,FALSE,TRUE,3 or more,1,TRUE,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,154.5,0,0,0,0,0,0,FALSE,1
11263,M,BLACK,33-37,FALSE,5,Specialized,Less than HS diploma,3 or more,Property,Less than 1 year,10 or more,4,0,5 or more,1,4,FALSE,FALSE,3 or more,4 or more,FALSE,3 or more,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4 or more,0,0,2,73.5,0.5,0,0,0,0,0,FALSE,1
24192,M,BLACK,23-27,FALSE,5,Standard,At least some college,0,Other,Less than 1 year,4,6 or more,1,2,2,0,FALSE,FALSE,1,2,FALSE,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,57.33333333,0,0,0,0,1,1,FALSE,0
8853,M,WHITE,33-37,FALSE,5,Standard,At least some college,0,Other,More than 3 years,3,0,0,0,3,0,FALSE,TRUE,0,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4 or more,4,0,2,,0,0,0,0,0,0,FALSE,0
19356,M,BLACK,28-32,FALSE,5,Standard,At least some college,0,Property,Less than 1 year,6,4,0,5 or more,0,0,FALSE,FALSE,2,2,FALSE,3 or more,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,5,3 or more,0,75.6,0.200000003,0,0,0,0.388888889,0.966269841,FALSE,1
23135,M,BLACK,28-32,FALSE,5,Standard,At least some college,0,Property,Less than 1 year,6,3,3 or more,4,0,1,TRUE,FALSE,0,3,FALSE,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4 or more,3,1,2,83.4,0,0.200000003,0,0,0,0,FALSE,1
8953,M,WHITE,48 or older,FALSE,5,Standard,At least some college,0,Property,More than 3 years,10 or more,6 or more,3 or more,5 or more,5 or more,2,FALSE,FALSE,3 or more,4 or more,TRUE,3 or more,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,0,1,134.4166667,0,0,0,0,0,0,TRUE,1
13297,M,BLACK,43-47,FALSE,5,Standard,At least some college,0,Violent/Non-Sex,More than 3 years,9,2,3 or more,4,0,2,TRUE,TRUE,2,0,FALSE,2,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,75.45454545,0,0.090909094,0,0,0,0,FALSE,1
9751,M,BLACK,33-37,FALSE,5,Standard,At least some college,1,Other,1-2 years,2,0,0,0,2,0,FALSE,FALSE,0,0,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,5,0,2,158.8333333,0,0,0,0,0,0,FALSE,0
16016,M,BLACK,33-37,FALSE,5,Standard,At least some college,1,Property,1-2 years,6,1,0,1,0,4,FALSE,FALSE,1,0,FALSE,1,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,59.16666667,0,0,0,0,1,2,FALSE,0
7124,M,BLACK,43-47,FALSE,5,Standard,At least some college,1,Violent/Non-Sex,More than 3 years,10 or more,1,1,1,5 or more,2,FALSE,TRUE,0,3,FALSE,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,107,0,0,0,0,1,0.68271028,FALSE,0
10685,M,BLACK,33-37,FALSE,5,Standard,At least some college,3 or more,Other,1-2 years,10 or more,6 or more,1,2,4,4,FALSE,TRUE,1,4 or more,FALSE,2,2 or more,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,0,0,FALSE,1
20077,M,BLACK,28-32,FALSE,5,Standard,At least some college,3 or more,Other,Less than 1 year,2,1,0,0,2,1,FALSE,TRUE,0,1,FALSE,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,56.8,0,0,0,0,1,1.286091549,FALSE,1
6123,M,BLACK,28-32,FALSE,5,Standard,At least some college,3 or more,Other,More than 3 years,3,0,0,0,3,0,FALSE,TRUE,0,1,FALSE,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,,0,0,0,0,,,FALSE,0
23529,M,BLACK,38-42,FALSE,5,Standard,At least some college,3 or more,Property,Greater than 2 to 3 years,7,2,0,4,0,0,TRUE,FALSE,0,0,FALSE,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4 or more,0,0,0,,0,0,0,0,0,0,FALSE,0
19104,M,BLACK,48 or older,FALSE,5,Standard,At least some college,3 or more,Property,Greater than 2 to 3 years,3,2,0,4,0,0,FALSE,FALSE,0,1,FALSE,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,2,42.7,0,0.100000001,0,0,0.662763466,1.710772834,FALSE,0
404,M,BLACK,33-37,FALSE,5,Standard,At least some college,3 or more,Violent/Non-Sex,More than 3 years,8,2,1,2,5 or more,0,FALSE,TRUE,2,3,TRUE,2,2 or more,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,2,228.3333333,0,0,0,0,0.778588808,0.355474453,FALSE,0
11084,M,BLACK,33-37,FALSE,5,Standard,At least some college,3 or more,Violent/Non-Sex,More than 3 years,4,6 or more,2,1,0,2,FALSE,FALSE,0,3,TRUE,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,2,236,0,0,0,0,1,1.547669492,FALSE,1
24609,M,WHITE,23-27,FALSE,5,Standard,High School Diploma,0,Drug,Less than 1 year,1,0,0,0,1,0,FALSE,FALSE,1,0,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4 or more,1,2,0,89.33333333,0,0,0,0,0,0,FALSE,1
17826,M,WHITE,33-37,FALSE,5,Standard,High School Diploma,0,Drug,Less than 1 year,5,6 or more,1,2,1,3,TRUE,FALSE,2,3,FALSE,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,32.27272727,0,0,0,0,1,2,FALSE,0
1145,M,BLACK,38-42,FALSE,5,Standard,High School Diploma,0,Property,1-2 years,10 or more,2,2,5 or more,1,2,FALSE,TRUE,3 or more,0,FALSE,3 or more,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,5,2,1,129.7142857,0.142857149,0,0,0,0,0,FALSE,0
22253,M,WHITE,18-22,FALSE,5,Standard,High School Diploma,0,Property,Less than 1 year,2,2,0,2,1,1,FALSE,FALSE,1,0,FALSE,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,0,0,FALSE,0
14591,M,BLACK,23-27,FALSE,5,Standard,High School Diploma,0,Property,Less than 1 year,4,1,2,2,0,2,FALSE,FALSE,1,1,TRUE,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,0,0,50.33333333,0.111111112,0,0,0,0.975717439,0.806291391,FALSE,1
25003,M,BLACK,23-27,FALSE,5,Standard,High School Diploma,0,Property,Less than 1 year,2,3,0,0,3,2,FALSE,FALSE,1,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,6,0,0,21.94117647,0.05882353,0,0,0,1,1.95844504,FALSE,0
16629,M,BLACK,48 or older,FALSE,5,Standard,High School Diploma,0,Property,Less than 1 year,10 or more,6 or more,2,5 or more,5 or more,4,FALSE,FALSE,3 or more,4 or more,TRUE,3 or more,2 or more,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,151.5,0,0.5,0,0,0,0,FALSE,0
1275,M,BLACK,48 or older,FALSE,5,Standard,High School Diploma,0,Property,More than 3 years,10 or more,6 or more,1,5 or more,1,4,FALSE,FALSE,3 or more,4 or more,FALSE,3 or more,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4 or more,0,0,0,100.6666667,0,0,0,0,0,0,TRUE,1
15063,M,WHITE,28-32,FALSE,5,Standard,High School Diploma,1,Drug,1-2 years,7,5,2,3,1,5 or more,TRUE,TRUE,3 or more,3,FALSE,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4 or more,10 or more,1,1,43.95454545,0,0,0,0,0.321613237,0.755429162,FALSE,0
12138,M,WHITE,28-32,FALSE,5,Standard,High School Diploma,1,Drug,Less than 1 year,8,6 or more,3 or more,1,3,4,TRUE,FALSE,0,1,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4 or more,0,0,1,,,,,,0.558583106,0.995231608,FALSE,1
26354,M,BLACK,23-27,FALSE,5,Standard,High School Diploma,1,Other,Less than 1 year,5,6 or more,0,2,0,2,FALSE,FALSE,0,2,FALSE,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,23.6875,0.0625,0.0625,0,0,0.63060686,0.963720317,FALSE,1
25333,M,BLACK,18-22,FALSE,5,Standard,High School Diploma,1,Property,1-2 years,2,1,0,2,1,0,FALSE,FALSE,0,1,FALSE,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,21.9375,0,0,0,0,1,2,FALSE,0
7187,M,BLACK,33-37,FALSE,5,Standard,High School Diploma,1,Property,1-2 years,6,6 or more,0,5 or more,1,4,FALSE,FALSE,3 or more,4 or more,FALSE,3 or more,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4 or more,0,0,1,22.25,0,0,0,0,0.994382022,1,FALSE,1
18754,M,BLACK,18-22,TRUE,5,Standard,High School Diploma,1,Property,Less than 1 year,3,0,0,3,0,0,FALSE,FALSE,0,0,FALSE,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,4 or more,0,0,0,,,,,,0,0,FALSE,0
11902,M,BLACK,48 or older,FALSE,5,Standard,High School Diploma,1,Property,More than 3 years,3,0,0,3,0,0,FALSE,FALSE,3 or more,0,FALSE,3 or more,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,1,1,FALSE,0
24958,M,BLACK,23-27,FALSE,5,Standard,High School Diploma,1,Violent/Non-Sex,1-2 years,1,0,1,0,0,0,FALSE,FALSE,1,0,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,1,166.6666667,0,0,0,0,0,0,FALSE,0
14210,M,BLACK,28-32,FALSE,5,Standard,High School Diploma,1,Violent/Non-Sex,Less than 1 year,10 or more,3,3 or more,5 or more,0,3,FALSE,TRUE,0,2,TRUE,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,160.5,0,0,0,0,0,0,FALSE,1
3422,M,BLACK,33-37,FALSE,5,Standard,High School Diploma,2,Other,Less than 1 year,10 or more,4,2,3,5 or more,1,FALSE,TRUE,3 or more,2,FALSE,1,2 or more,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,6,0,0,96.5,0,0,0,0,0,0,FALSE,1
5597,M,BLACK,43-47,FALSE,5,Standard,High School Diploma,2,Property,1-2 years,2,1,0,1,0,2,FALSE,FALSE,0,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4 or more,0,0,3 or more,51.69230769,0,0,0,0,0.635416667,0.543526786,FALSE,1
16035,M,BLACK,48 or older,FALSE,5,Standard,High School Diploma,3 or more,Drug,Greater than 2 to 3 years,10 or more,3,0,5 or more,5 or more,5 or more,FALSE,FALSE,3 or more,2,FALSE,3 or more,2 or more,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4 or more,0,0,3 or more,251.3333333,0,0,0,0,0,0,FALSE,1
23127,M,BLACK,33-37,FALSE,5,Standard,High School Diploma,3 or more,Drug,Less than 1 year,2,0,0,0,2,0,FALSE,FALSE,1,0,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,5,1,1,62.07142857,0,0,0,0,0.428078251,0.420310702,FALSE,0
171,M,WHITE,38-42,FALSE,5,Standard,High School Diploma,3 or more,Drug,Less than 1 year,9,6 or more,1,4,5 or more,3,TRUE,TRUE,3 or more,3,TRUE,3 or more,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,62.14285714,0,0,0,0,1,3.35862069,FALSE,1
4748,M,BLACK,33-37,FALSE,5,Standard,High School Diploma,3 or more,Other,Greater than 2 to 3 years,9,6 or more,1,0,2,4,FALSE,TRUE,1,2,FALSE,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,150.7,0,0,0,0,1,0.48473789,FALSE,0
7387,M,BLACK,38-42,TRUE,5,Standard,High School Diploma,3 or more,Property,Greater than 2 to 3 years,7,2,2,4,0,2,FALSE,FALSE,2,2,FALSE,3 or more,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4 or more,7,0,3 or more,802,0,0,0,0,0,0,FALSE,0
17842,M,BLACK,33-37,FALSE,5,Standard,High School Diploma,3 or more,Violent/Non-Sex,1-2 years,5,3,3 or more,1,1,1,TRUE,TRUE,2,0,TRUE,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,2,36.25,0,0,0,0,0,0,TRUE,1
8581,M,WHITE,23-27,FALSE,5,Standard,High School Diploma,3 or more,Violent/Non-Sex,More than 3 years,2,0,2,0,0,0,FALSE,FALSE,0,0,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,1,0,46.66666667,0,0,0,0,1,1.304464286,FALSE,1
16497,M,BLACK,33-37,FALSE,5,Standard,High School Diploma,3 or more,Violent/Non-Sex,More than 3 years,4,5,3 or more,1,0,0,FALSE,TRUE,0,0,TRUE,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,619.5,0,0,0,0,1,0.884382567,FALSE,0
18985,M,WHITE,33-37,FALSE,5,Standard,Less than HS diploma,0,Property,Less than 1 year,9,3,1,4,0,5 or more,FALSE,FALSE,2,1,FALSE,2,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4 or more,0,0,0,296.5,0,0,0,0,0,0,FALSE,0
1794,M,BLACK,33-37,FALSE,5,Standard,Less than HS diploma,0,Violent/Non-Sex,Greater than 2 to 3 years,6,6 or more,3 or more,2,5 or more,3,TRUE,FALSE,3 or more,3,TRUE,1,2 or more,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9,1,3 or more,41.4,0.06666667,0,0,0,1,2.352657005,FALSE,1
8836,M,BLACK,48 or older,FALSE,5,Standard,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,5,2,2,2,0,0,FALSE,FALSE,3 or more,0,TRUE,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,2,,0,0,0,0,,,FALSE,0
7571,M,BLACK,28-32,FALSE,5,Standard,Less than HS diploma,1,Drug,Less than 1 year,7,6 or more,1,5 or more,4,3,FALSE,TRUE,1,4 or more,FALSE,3 or more,2 or more,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,23.66666667,0,0,0,0,1,1,FALSE,1
18060,M,BLACK,33-37,FALSE,5,Standard,Less than HS diploma,1,Drug,More than 3 years,1,0,0,0,1,0,FALSE,FALSE,1,0,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,3,0,0,0,86.11538462,0,0,0,0,0.714604734,0.163130862,TRUE,0
13775,M,BLACK,28-32,TRUE,5,Standard,Less than HS diploma,1,Property,Less than 1 year,10 or more,6 or more,3 or more,4,0,5 or more,TRUE,TRUE,3 or more,4 or more,TRUE,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,1,0,1,380,1,0,0,0,0.147368421,0.961184211,FALSE,1
